Item,Item Description,Item Status,Quantity,Subinventory,UOM,Location,Lot Number,Organization
S011827,BAG FILTER 100 MICRON W/POLYPROPYLENE SNAP LOCK TOP[MB#3071]SE01 DUNNAGE WASHER BOX WASHER,Active,31,STOCK CAGE,EA,TCH-TOP-B,8.8,AAC Plant 1
S011828,PLEATED FILTERS FOR BLOWER 20X20X1[MB#2453]SE01 DUNNAGE WASHER BOX WASHER,Active,25,STOCK CAGE,EA,1A051 TOP A,6.95,AAC Plant 1
S011829,MULTI LEVEL FLOAT SWITCH[MB#3111]SE01 DUNNAGE WASHER BOX WASHER,Active,2,STOCK CAGE,EA,1B038A,316.51,AAC Plant 1
S011830,BEX ZIP TIP SPRAY NOZZLE ASSEMBLY[1_4ZF6515-POLYPRO]SE01 DUNNAGE WASHER BOX WASHER,Active,12,STOCK CAGE,EA,1B007G,14.55,AAC Plant 1
S011831,"INACTIVE.....1/4""NPT MALE THREAD NOZZLE,1.0GPM@40PSI(40DEG)[1/4 F-010-POLYPRO]SE01 DUNNAGE WASHER BOX WASHER",Inactive,0,,,,12.63,AAC Plant 1
S011832,SMC PRESSURE/VACUUM SW FOR BLOW OFF PROTECT [ZSE20AF-Y-N7L-JA2-X531] REPLACES (SMC ZSE-30AF-N7L-B-GA2)SE01 DUNNAGE WASHER BOX WASHER,Active,2,STOCK CAGE,EA,1B007E,161.83,AAC Plant 1
S011833,CONVEYOR BELT [SBLW469230-01S017722WBS33X17.7LG] FINISHING,Active,3,STOCK CAGE,EA,2S001I,858.24,AAC Plant 2
S011834,KEYENCE AMPLIFIER [ GT-71A ] AS14 TML7016 750F ASSEMBLY,Active,4,STOCK CAGE,EA,1L017H,316.47,AAC Plant 1
S011835,9-PIN D SUB CONNECTOR[010502-D-116]AS14 ZML4014 750F LINE ASSEMBLY,Active,3,STOCK CAGE,EA,1K048E,50,AAC Plant 1
S011836,FLAT PROXIMITY SENSOR[010502-D-113]AS14 ZML4014 750F LINE ASSEMBLY,Active,8,STOCK CAGE,EA,1K048F,122.5,AAC Plant 1
S011837,NX500C MOVING PLATEN TIE BAR BUSHING[181-61034-103-0/1]  (BC24-0770) DC01 DC04,Active,12,STOCK CAGE,EA,1ZS003B,357.54,AAC Plant 1
S011838,UBE NX SERIES SPLIT NUT CONNECTING ROD[181-62514:104-1(1)]500 TON NEW STYLE DC01 DC04,Active,2,STOCK CAGE,EA,1K033C,568,AAC Plant 1
S011839,UBE NX800 SERIES SAFETY HOOK(DIE HEIGHT) [ 181-61046:401-2-(3) ] DC91 DC92,Active,1,STOCK CAGE,EA,1ZT012G,627,AAC Plant 1
S011840,IAI COUPLING SLIDER S[10729040],Active,2,STOCK CAGE,EA,1K031G,7.51,AAC Plant 1
S011841,PARKER 43 SERIES FITTING[1UT43-6-6]ALL DIE CAST,Active,7,STOCK CAGE,EA,TCK-D07H,7.23,AAC Plant 1
S011842,"1/4"" BSPT MALE THREAD[1UT43-4-4]HOSE FITTING ALL DIE CAST",Active,10,STOCK CAGE,EA,TCK-D07G,8.39,AAC Plant 1
S011843,"APISTE FA AC COOLER [ENC-GR1100L] REPLACES  ENC-GS1120L, [ ENC-G1120L ] 6AMP, AND [ENC-AR1120L]COMMON TO MACHINING",Active,1,STOCK CAGE,EA,1C010A,4297.44,AAC Plant 1
S011844,FANUC PCMCIA SLOT[A250-0874-X006] [A2500874X006]DC06 DCL9010 THRU DCL9021 FOR M710 AND M16 ROBOTS,Active,2,STOCK CAGE,EA,1A012C,5,AAC Plant 1
S011845,ROTO BRITE COMPLEX BLUE [COMPLEX BLUE] QUALITY 55 GAL DRUM BLUE LIQUID,Inactive,0,,,,294.8,AAC Plant 1
S011845,ROTO BRITE COMPLEX BLUE [COMPLEX BLUE] QUALITY 55 GAL DRUM BLUE LIQUID,Inactive,0,,,,294.8,AAC Plant 2
S011847,(Read Attachment) K-MOLD[K-MOLD]DS01 DS03 SAMPLE DIE,Active,5,STOCK CAGE,EA,1ZH004D,535,AAC Plant 1
S011848,WEDRON CLEANING FLUX WF37INJ 500#BX DC91 DC92 ALL HOLDING FURNACES,Inactive,0,,,,495.8,AAC Plant 1
S011849,OBSOLETE....OFFSET ROBOT GRIPPER-POINTED[HD3-10-75X-P]EXTRACTOR ROBOTS 496 OPC 496 WPC,OBSOLETE,0,,,,79,AAC Plant 1
S011850,OBSOLETE....OFFSET ROBOT GRIPPER-FLAT[HD3-11-75X-F]EXTRACTOR ROBOTS 496 OPC 496 WPC,OBSOLETE,0,,,,72,AAC Plant 1
S011851,OBSOLETE.....OFFSET ROBOT GRIPPER-POINTED[HD3-12-80AX-P]EXTRACTOR ROBOTS 496 OPC 496 WPC,OBSOLETE,0,,,,79,AAC Plant 1
S011852,OBSOLETE.....OFFSET ROBOT GRIPPER-FLAT[HD3-13-80AX-F]EXTRACTOR ROBOTS 496 OPC 496 WPC,OBSOLETE,0,,,,72,AAC Plant 1
S011853,J4 AXIS BEARING[XGMF-11322]S-12 ROBOT DC02 DCL9000 DCL9001 DCL9002,Active,2,STOCK CAGE,EA,1K005H,27,AAC Plant 1
S011854,J4 AXIS O-RING[XGMF-05874]S-12 ROBOT DC02 DCL9000 DCL9001 DCL9002,Active,2,STOCK CAGE,EA,1K002B,8,AAC Plant 1
S011855,J4 AXIS O-RING 2[XGMF-05015]S-12 ROBOT DC02 DCL9000 DCL9001 DCL9002,Active,2,STOCK CAGE,EA,1K002C,9,AAC Plant 1
S011856,J4 AXIS O-RING 3[XGMF-15588]S-12 ROBOT DC02 DCL9000 DCL9001 DCL9002,Active,2,STOCK CAGE,EA,1N055B-4,11,AAC Plant 1
S011857,J4 AXIS O-RING S63[XGMF-10478]S-12 ROBOT DC02 DCL9000 DCL9001 DCL9002,Active,2,STOCK CAGE,EA,1K002D,4,AAC Plant 1
S011858,J4 AXIS OIL SEAL[XGMF-10479]S-12 ROBOT DC02 DCL9000 DCL9001 DCL9002,Active,2,STOCK CAGE,EA,1N055B-1,6,AAC Plant 1
S011859,DUST SEAL L-TYPE SHS#3/200L [DC9003301010AA] DC03,Active,28,STOCK CAGE,EA,2T013F,65,AAC Plant 2
S011860,"SPRING [WL 13-60] M200 RC MML7047,3019,7052, & 3020",OBSOLETE,0,,,,1.32,AAC Plant 2
S011861,"0116F/DIAL [1-40] MA13 M200 RC MML3019,3020,7047, & 7052",Active,11,STOCK CAGE,EA,TCC-D04F,79.8,AAC Plant 1
S011861,"0116F/DIAL [1-40] MA13 M200 RC MML3019,3020,7047, & 7052",Inactive,0,,,,79.8,AAC Plant 2
S011862,"0114/SCREW [CS250T] MA13 M200 RC MML3019,3020,7047, & 7052",Active,57,STOCK CAGE,EA,TCC-D04G,6.49,AAC Plant 1
S011862,"0114/SCREW [CS250T] MA13 M200 RC MML3019,3020,7047, & 7052",Inactive,0,,,,6.49,AAC Plant 2
S011863,"0114F/WRENCH  [TKY08F] MA13 M200 RC MML 3019,3020,7047, & 7052",Active,6,STOCK CAGE,EA,TCC-D04I,9.72,AAC Plant 1
S011863,"0114F/WRENCH  [TKY08F] MA13 M200 RC MML 3019,3020,7047, & 7052",Inactive,0,,,,9.72,AAC Plant 2
S011864,"0114/DIAL SPANNER [M1-DS] MA13 M200 RC MML 3019,3020,7047, & 7052",Active,6,STOCK CAGE,EA,TCC-D04J,20.1,AAC Plant 1
S011864,"0114/DIAL SPANNER [M1-DS] MA13 M200 RC MML 3019,3020,7047, & 7052",Inactive,0,,,,20.1,AAC Plant 2
S011865,"0114F/BOLT [AOB-308] MA13 M200 RC MML3019,3020,7047, & 7052",Active,44,STOCK CAGE,EA,TCC-D04K,9.31,AAC Plant 1
S011865,"0114F/BOLT [AOB-308] MA13 M200 RC MML3019,3020,7047, & 7052",Inactive,0,,,,9.31,AAC Plant 2
S011866,"0116F/SPRING [BS-CS-L-8] MA13 M200 RC MML 3019,3020,7047, & 7052",Active,31,STOCK CAGE,EA,TCC-D04L,7.98,AAC Plant 1
S011866,"0116F/SPRING [BS-CS-L-8] MA13 M200 RC MML 3019,3020,7047, & 7052",Inactive,0,,,,7.98,AAC Plant 2
S011867,TOYO-OKI PRESSURE TRANSDUCER [HWS3-P6-02-LV] DC04 DCL-3016 SP SQUEEZE,Active,2,STOCK CAGE,EA,1L021A,283.5,AAC Plant 1
S011867,TOYO-OKI PRESSURE TRANSDUCER [HWS3-P6-02-LV] DC04 DCL-3016 SP SQUEEZE,Active,2,STOCK CAGE,EA,2X035E,283.5,AAC Plant 2
S011868,TOYO-OKI SOLENOID DIRECTIONAL VALVE [ HD3-3W-BMA-025B-WYR1 ] DC04 DCL3016,Active,2,STOCK CAGE,EA,1D065E,253.9,AAC Plant 1
S011868,TOYO-OKI SOLENOID DIRECTIONAL VALVE [ HD3-3W-BMA-025B-WYR1 ] DC04 DCL3016,Active,2,STOCK CAGE,EA,2V067B,253.9,AAC Plant 2
S011869,MEIWA SEISAKUSYO CABLE T-489 (6-6 Prong)[#60729 FOR DISPLACEMENT SENSOR]DR01 DR02,Active,3,STOCK CAGE,EA,1A054C,158.9,AAC Plant 1
S011869,MEIWA SEISAKUSYO CABLE T-489 (6-6 Prong)[#60729 FOR DISPLACEMENT SENSOR]DR01 DR02,Active,12,STOCK CAGE,EA,2T036A,158.9,AAC Plant 2
S011870,MEIWA SEISAKUSYO CABLE T-488[C2KD1214](4-2 Prong) MEIWA SEISAKUSYO CABLE  FOR HIGH CUT OFF  DR01 DR02,Active,5,STOCK CAGE,EA,1A053C,154.53,AAC Plant 1
S011870,MEIWA SEISAKUSYO CABLE T-488[C2KD1214](4-2 Prong) MEIWA SEISAKUSYO CABLE  FOR HIGH CUT OFF  DR01 DR02,Active,16,STOCK CAGE,EA,2T037A,154.53,AAC Plant 2
S011871,BLUE LINT FREE CLOTHS #YNA0080037 ( 400/BOX ) QUALITY FINAL INSPECTION,Active,7,STOCK CAGE,EA,1A011-TOP A,200,AAC Plant 1
S011871,BLUE LINT FREE CLOTHS #YNA0080037 ( 400/BOX ) QUALITY FINAL INSPECTION,Active,3,STOCK CAGE,EA,2T021A,200,AAC Plant 2
S011872,OMRON PHOTOELECTRIC SENSOR [E3FA-DN22] REPLACES [E3F2-DS30C4-P1] [E3F2DS30C4P1]587 CAM HOUSING CONVEYOR,Active,3,STOCK CAGE,EA,1M035C,75,AAC Plant 1
S011873,OMRON PNP 12mm PROXIMITY SWITCH[E2A-M12KS04-M1-C1][E2AM12KS04M1C1] MA22 MA23 MA24 MA25 DATE STAMP,Active,3,STOCK CAGE,EA,1M022D,39.53,AAC Plant 1
S011874,FANUC BSM CPU[A02B-0211-B501]COMPLETE CPU ASSEMBLY FOR BSM SYSTEMS DC91 DC92,Inactive,0,,,,1531.25,AAC Plant 1
S011875,JAW YOKE ASSEMBLY[006067-19]AS14 750/782 WPC,OBSOLETE,0,,,,3812.5,AAC Plant 1
S011876,DRIVE TOOL A[823-007-D-109]AS14 750/782 WPC,Inactive,0,,,,148,AAC Plant 1
S011877,PARKER CYLINDER [ 02.50 CJ2HLT14A 4.000 ] MA24 PRL7018 PRL7019,Active,2,STOCK CAGE,EA,1F049A,962.4,AAC Plant 1
S011878,"POLYPROPYLENE [52420965] 24""X48""X3/16""",Active,1,STOCK CAGE,EA,TC2-D14B,31.1,AAC Plant 2
S011879,SNOOP [ MS-SNOOP-8OZ ] LEAK TESTER,Active,24,STOCK CAGE,EA,1ZD011B,11.25,AAC Plant 1
S011879,SNOOP [ MS-SNOOP-8OZ ] LEAK TESTER,Active,23,STOCK CAGE,EA,2T032A,11.25,AAC Plant 2
S011880,OIL SEAL [1351 DET#1 50A SHORE RED M200 TAH LEAKTESTER,Inactive,0,,,,30.37,AAC Plant 2
S011881,EJECTOR HOUSING CAP [32303-J223] MA13 M200 RC MML3004&5,Active,2,STOCK CAGE,EA,1F015E,248,AAC Plant 1
S011881,EJECTOR HOUSING CAP [32303-J223] MA13 M200 RC MML3004&5,Inactive,0,,,,248,AAC Plant 2
S011882,EJECTOR SHAFT [32303-J222] MA13 M200 RC MML3004&5,Active,2,STOCK CAGE,EA,1F024H,220,AAC Plant 1
S011882,EJECTOR SHAFT [32303-J222] MA13 M200 RC MML3004&5,Inactive,0,,,,220,AAC Plant 2
S011883,EJECTOR HOUSING [22303-J216] MA13 M200 RC MML3004&5,Active,2,STOCK CAGE,EA,1F024F,480,AAC Plant 1
S011883,EJECTOR HOUSING [22303-J216] MA13 M200 RC MML3004&5,Inactive,0,,,,480,AAC Plant 2
S011884,GUIDE ROD [ 42473-J146 ] MA13 M200 RC MML7047 & 52 MML 3019 & 3020,Active,2,STOCK CAGE,EA,1F024E,75,AAC Plant 1
S011884,GUIDE ROD [ 42473-J146 ] MA13 M200 RC MML7047 & 52 MML 3019 & 3020,Inactive,0,,,,75,AAC Plant 2
S011885,HOLDER [32473-J126] MA13 MML7047 7052 & 3019 3020,Active,2,STOCK CAGE,EA,1F025B,190,AAC Plant 1
S011885,HOLDER [32473-J126] MA13 MML7047 7052 & 3019 3020,Inactive,0,,,,190,AAC Plant 2
S011886,"HOUSING [32473-J123] MA13 M200 RC MML7047, 7052, 3019 & 3020",Active,2,STOCK CAGE,EA,1F025A,370,AAC Plant 1
S011886,"HOUSING [32473-J123] MA13 M200 RC MML7047, 7052, 3019 & 3020",Inactive,0,,,,370,AAC Plant 2
S011887,ROD END [42473-J147] MA13 M200 RC MML7047 7052 3019 & 3020,Active,2,STOCK CAGE,EA,1F015A,94,AAC Plant 1
S011887,ROD END [42473-J147] MA13 M200 RC MML7047 7052 3019 & 3020,Inactive,0,,,,94,AAC Plant 2
S011888,FULCRUM PIN (8MM) [42473-J149] MA13 MML7047 7052 3019 & 3020,Active,2,STOCK CAGE,EA,1F026G,38,AAC Plant 1
S011888,FULCRUM PIN (8MM) [42473-J149] MA13 MML7047 7052 3019 & 3020,Inactive,0,,,,38,AAC Plant 2
S011889,FULCRUM PIN (6MM) [42473-J150] MA13 MML 7047 7052 3019 & 3020,Active,4,STOCK CAGE,EA,1F014F,38,AAC Plant 1
S011889,FULCRUM PIN (6MM) [42473-J150] MA13 MML 7047 7052 3019 & 3020,Inactive,0,,,,38,AAC Plant 2
S011890,INACTIVE.....HA40/HL4 MAGAZINE LOCATOR PIN[3HL4-6616]ALL HA40 AND HL4,Inactive,0,,,,550,AAC Plant 1
S011891,NYLON EJECTOR PLATES[J-4]M200RC MA13 ASSEMBLY,Active,4,STOCK CAGE,EA,1F005E,98,AAC Plant 1
S011891,NYLON EJECTOR PLATES[J-4]M200RC MA13 ASSEMBLY,Inactive,0,,,,98,AAC Plant 2
S011892,NYLON EJECTOR PLATES[UL-12]M200RC MA13 ASSEMBLY,Active,4,STOCK CAGE,EA,1F005F,305,AAC Plant 1
S011892,NYLON EJECTOR PLATES[UL-12]M200RC MA13 ASSEMBLY,Inactive,0,,,,305,AAC Plant 2
S011893,NYLON EJECTOR PLATES[UL-13]M200RC MA13 ASSEMBLY,Active,7,STOCK CAGE,EA,1F005D,148,AAC Plant 1
S011893,NYLON EJECTOR PLATES[UL-13]M200RC MA13 ASSEMBLY,Inactive,0,,,,148,AAC Plant 2
S011894,NYLON EJECTOR PLATES [UL-14] M200RC MA13 ASSEMBLY,Active,6,STOCK CAGE,EA,1F005C,148,AAC Plant 1
S011894,NYLON EJECTOR PLATES [UL-14] M200RC MA13 ASSEMBLY,Inactive,0,,,,148,AAC Plant 2
S011895,NYLON EJECTOR PLATES[FE-18]M200RC MA13 ASSEMBLY,Active,6,STOCK CAGE,EA,1F005H,138,AAC Plant 1
S011895,NYLON EJECTOR PLATES[FE-18]M200RC MA13 ASSEMBLY,Inactive,0,,,,138,AAC Plant 2
S011896,NYLON EJECTOR PLATES[FE-23]M200RC MA13 ASSEMBLY,Inactive,0,,,,138,AAC Plant 1
S011896,NYLON EJECTOR PLATES[FE-23]M200RC MA13 ASSEMBLY,Inactive,0,,,,138,AAC Plant 2
S011897,NYLON EJECTOR PLATES[FE-24]M200RC MA13 ASSEMBLY,Active,6,STOCK CAGE,EA,1F005A,140,AAC Plant 1
S011897,NYLON EJECTOR PLATES[FE-24]M200RC MA13 ASSEMBLY,Inactive,0,,,,140,AAC Plant 2
S011898,NYLON EJECTOR PLATES[FE-26]M200RC MA13 ASSEMBLY,Active,6,STOCK CAGE,EA,1F004G,148,AAC Plant 1
S011898,NYLON EJECTOR PLATES[FE-26]M200RC MA13 ASSEMBLY,Inactive,0,,,,148,AAC Plant 2
S011899,NYLON EJECTOR PLATES[UL-54]M200RC MA13 ASSEMBLY,Active,5,STOCK CAGE,EA,1F004F,305,AAC Plant 1
S011899,NYLON EJECTOR PLATES[UL-54]M200RC MA13 ASSEMBLY,Inactive,0,,,,305,AAC Plant 2
S011900,NYLON EJECTOR PLATES[UL-56]M200RC MA13 ASSEMBLY,Active,5,STOCK CAGE,EA,1F004E,305,AAC Plant 1
S011900,NYLON EJECTOR PLATES[UL-56]M200RC MA13 ASSEMBLY,Inactive,0,,,,305,AAC Plant 2
S011901,NYLON EJECTOR PLATES[UL-57]M200RC MA13 ASSEMBLY,Active,6,STOCK CAGE,EA,1F005B,305,AAC Plant 1
S011901,NYLON EJECTOR PLATES[UL-57]M200RC MA13 ASSEMBLY,Inactive,0,,,,305,AAC Plant 2
S011902,NYLON EJECTOR PLATES[UL-58]M200RC MA13 ASSEMBLY,Active,4,STOCK CAGE,EA,1F004H,320,AAC Plant 1
S011902,NYLON EJECTOR PLATES[UL-58]M200RC MA13 ASSEMBLY,Inactive,0,,,,320,AAC Plant 2
S011903,NYLON EJECTOR PLATES[UL-59]M200RC MA13 ASSEMBLY,Active,6,STOCK CAGE,EA,1F003G,320,AAC Plant 1
S011903,NYLON EJECTOR PLATES[UL-59]M200RC MA13 ASSEMBLY,Inactive,0,,,,320,AAC Plant 2
S011904,NYLON EJECTOR PLATES[UL-63]M200RC MA13 ASSEMBLY,Active,5,STOCK CAGE,EA,1F003F,168,AAC Plant 1
S011904,NYLON EJECTOR PLATES[UL-63]M200RC MA13 ASSEMBLY,Inactive,0,,,,168,AAC Plant 2
S011905,OBSOLETE....NYLON EJECTOR PLATES[UL-063]M200RC MA13 ASSEMBLY,OBSOLETE,0,,,,168,AAC Plant 1
S011905,OBSOLETE....NYLON EJECTOR PLATES[UL-063]M200RC MA13 ASSEMBLY,Inactive,0,,,,168,AAC Plant 2
S011906,NYLON EJECTOR PLATES[UL-64]M200RC MA13 ASSEMBLY,Active,6,STOCK CAGE,EA,1F003D,138,AAC Plant 1
S011906,NYLON EJECTOR PLATES[UL-64]M200RC MA13 ASSEMBLY,Inactive,0,,,,138,AAC Plant 2
S011907,NYLON EJECTOR PLATES [UL-65] M200RC MA13 ASSEMBLY,Active,6,STOCK CAGE,EA,1F003C,148,AAC Plant 1
S011907,NYLON EJECTOR PLATES [UL-65] M200RC MA13 ASSEMBLY,Inactive,0,,,,148,AAC Plant 2
S011908,NYLON EJECTOR PLATES[UL-065]M200RC MA13 ASSEMBLY,Active,8,STOCK CAGE,EA,1F004D,148,AAC Plant 1
S011908,NYLON EJECTOR PLATES[UL-065]M200RC MA13 ASSEMBLY,Inactive,0,,,,148,AAC Plant 2
S011909,NYLON EJECTOR PLATES[UL-66]M200RC MA13 ASSEMBLY,Active,4,STOCK CAGE,EA,1F004B,78,AAC Plant 1
S011909,NYLON EJECTOR PLATES[UL-66]M200RC MA13 ASSEMBLY,Inactive,0,,,,78,AAC Plant 2
S011910,NYLON EJECTOR PLATES[UL-68]M200RC MA13 ASSEMBLY,Active,1,STOCK CAGE,EA,1F004C,148,AAC Plant 1
S011910,NYLON EJECTOR PLATES[UL-68]M200RC MA13 ASSEMBLY,Inactive,0,,,,148,AAC Plant 2
S011911,NYLON EJECTOR PLATES[UL-068]M200RC MA13 ASSEMBLY,NoPurchase,0,,,,148,AAC Plant 1
S011911,NYLON EJECTOR PLATES[UL-068]M200RC MA13 ASSEMBLY,Inactive,0,,,,148,AAC Plant 2
S011912,NYLON EJECTOR PLATES[Z-02-A-10PR554 B]M200RC MA13 ASSEMBLY,NoPurchase,0,,,,168,AAC Plant 1
S011912,NYLON EJECTOR PLATES[Z-02-A-10PR554 B]M200RC MA13 ASSEMBLY,Inactive,0,,,,168,AAC Plant 2
S011913,NYLON EJECTOR PLATES[UL-23A-10-PR554 B]M200RC MA13 ASSEMBLY,Active,5,STOCK CAGE,EA,1F001F,138,AAC Plant 1
S011913,NYLON EJECTOR PLATES[UL-23A-10-PR554 B]M200RC MA13 ASSEMBLY,Inactive,0,,,,138,AAC Plant 2
S011914,NYLON EJECTOR PLATES[UL-22A-10PR554 B]M200RC MA13 ASSEMBLY,Active,2,STOCK CAGE,EA,1F001C,138,AAC Plant 1
S011914,NYLON EJECTOR PLATES[UL-22A-10PR554 B]M200RC MA13 ASSEMBLY,Inactive,0,,,,138,AAC Plant 2
S011915,NYLON EJECTOR PLATES[UL-15A-10AM619A]M200RC MA13 ASSEMBLY,Active,4,STOCK CAGE,EA,1F003A,205,AAC Plant 1
S011915,NYLON EJECTOR PLATES[UL-15A-10AM619A]M200RC MA13 ASSEMBLY,Inactive,0,,,,205,AAC Plant 2
S011916,NYLON EJECTOR PLATES[UL-14A-10AM619A]M200RC MA13 ASSEMBLY,Active,4,STOCK CAGE,EA,1F002H,148,AAC Plant 1
S011916,NYLON EJECTOR PLATES[UL-14A-10AM619A]M200RC MA13 ASSEMBLY,Inactive,0,,,,148,AAC Plant 2
S011917,NYLON EJECTOR PLATES[UL-10A-10PR554B]M200RC MA13 ASSEMBLY,Active,8,STOCK CAGE,EA,1F001E,158,AAC Plant 1
S011917,NYLON EJECTOR PLATES[UL-10A-10PR554B]M200RC MA13 ASSEMBLY,Inactive,0,,,,158,AAC Plant 2
S011918,NYLON EJECTOR PLATES[UL-09A-10PR554B]M200RC MA13 ASSEMBLY,Active,5,STOCK CAGE,EA,1F001D,138,AAC Plant 1
S011918,NYLON EJECTOR PLATES[UL-09A-10PR554B]M200RC MA13 ASSEMBLY,Inactive,0,,,,138,AAC Plant 2
S011919,NYLON EJECTOR PLATES[UL-05A-10PR554B]M200RC MA13 ASSEMBLY,Active,7,STOCK CAGE,EA,1F001H,148,AAC Plant 1
S011919,NYLON EJECTOR PLATES[UL-05A-10PR554B]M200RC MA13 ASSEMBLY,Inactive,0,,,,148,AAC Plant 2
S011920,TOYOSK SPRING[FWT14-115-B]REPLACES[N-SCP-1.8dx10.2Dx120Lx25N]MA31 MML3003 MML7037 MML7038 FOR TOYOSK ATC ROLLER STOPPER SHAFT M200 OPC,Active,2,STOCK CAGE,EA,TCJ-D02T,28,AAC Plant 1
S011921,INACTIVE.....UBE FIXED SPRAYER MANIFOLD[GRSH-402?-3P]DC,Inactive,0,,,,2496,AAC Plant 1
S011922,UA900 LARGE TOGGLE SHEAR PIN [ 176-61056:206-0/1 ] DC05 DCL9008 DCL9009 USED ON LARGE TOGGLE PIN COVER,Active,6,STOCK CAGE,EA,1P051F,162,AAC Plant 1
S011923,UA900 SMALL TOGGLE SHEAR PIN [ 176-61056:207-0/1 ] DC05 DCL9008 DCL9009 USED ON SMALL TOGGLE PIN COVER,Active,6,STOCK CAGE,EA,1P051H,102,AAC Plant 1
S011924,FUJI ELECTRONICS REVERSIBLE MAGNETIC CONTACTOR SK12LR-E01W and also requires TK12W-P34 overload  DC06 DCL9013 THRU 9021 BSM CONVEYOR,Active,2,STOCK CAGE,EA,TCG-D09N,107.5,AAC Plant 1
S011925,[4000K541] COMBUSTION AIR BLOWER PRESSURE GAUGE 0-15PSI / 0-100KPA [20W1005 H 02L]DS03 MELT FURNACE,Active,2,STOCK CAGE,EA,TC4-D10B,10.45,AAC Plant 2
S011926,FANUC POWERMATE CPU BOARD[A16B-3200-0412]DC01 DC02 DCL9000 THRU DCL9006,Active,3,STOCK CAGE,EA,1A036F,5576,AAC Plant 1
S011927,MAGNET[HXN-8-8]AS14 ASSEMBLY 750/782 WPC,Active,14,STOCK CAGE,EA,1K046B,3.7,AAC Plant 1
S011928,BIT ADAPTER[001200-7]AS14 ASSEMBLY 750/782 WPC,Active,16,STOCK CAGE,EA,1K046C,225,AAC Plant 1
S011929,NORGREN AIR REGULATOR[L74M-4AP-QDN]DC91,Active,2,STOCK CAGE,EA,1H001E,96.25,AAC Plant 1
S011930,TERMINAL BLOCK[PCN-2M20B]DC91 DC92,Active,1,STOCK CAGE,EA,TCG-D08A,67.57,AAC Plant 1
S011931,TOYO-OKI SAFETY RELEIFE VALVE [ HR-02361 ] (HR02361) DC91 DC92,Active,2,STOCK CAGE,EA,1D056G,400.5,AAC Plant 1
S011932,MAGAZINE PLATE [ 1HKD3-6134 GM2473 / GM2478 ] MML7047 MML7052,Active,2,STOCK CAGE,EA,1B006A,3600,AAC Plant 1
S011933,MAGAZINE PLATE [ 12299-6110 / GM2299 HKD3M ] MML3019 MML3020,Active,1,STOCK CAGE,EA,1C080A,3600,AAC Plant 1
S011934,NX500C STRIKER ROD FOR SHOT RETURN L/S[181-63104:401-1]DC01 500TON,Active,2,STOCK CAGE,EA,1ZF013A,1438,AAC Plant 1
S011935,NX800C STRIKER ROD FOR SHOT RETURN L/S[181-63106:401-1]DC02 DC06,Active,2,STOCK CAGE,EA,1ZF013B,1100,AAC Plant 1
S011936,OBSOLETE.....DOOR BRACKET BORING TOOL[LABH7019C]SMM3012 800/801 HWP,Inactive,0,,,,781.25,AAC Plant 1
S011937,NX500C SAFETY DOOR STOP BRACKET[NX500C SAFETY DOOR STOP BRACKET]DC01 500TON,Active,5,STOCK CAGE,EA,1ZR008A-1,90,AAC Plant 1
S011938,FANUC MCC UNIT[A05B-2401-C400]DC91 DC92 EMERGENCY STOP MCC UNIT,Active,1,STOCK CAGE,EA,1A040B,5977.4,AAC Plant 1
S011939,"JD GOULD 2"" BRASS SOLENOID VALVE [ M-3V ] (M3V)  (K4635K179) DC91 DC92 COOLING TOWER",Active,2,STOCK CAGE,EA,1D060C,708.42,AAC Plant 1
